Frame,SubFrame,LASI_X,LASI_Y,LASI_Z,RASI_X,RASI_Y,RASI_Z,LPSI_X,LPSI_Y,LPSI_Z,RPSI_X,RPSI_Y,RPSI_Z,LTHI_X,LTHI_Y,LTHI_Z,LKNE_X,LKNE_Y,LKNE_Z,LANK_X,LANK_Y,LANK_Z,LHEE_X,LHEE_Y,LHEE_Z,LP1M_X,LP1M_Y,LP1M_Z,LTOE_X,LTOE_Y,LTOE_Z,LD5M_X,LD5M_Y,LD5M_Z,LLCA_X,LLCA_Y,LLCA_Z,RTHI_X,RTHI_Y,RTHI_Z,RKNE_X,RKNE_Y,RKNE_Z,RANK_X,RANK_Y,RANK_Z,RHEE_X,RHEE_Y,RHEE_Z,RP1M_X,RP1M_Y,RP1M_Z,RTOE_X,RTOE_Y,RTOE_Z,RD5M_X,RD5M_Y,RD5M_Z,RLCA_X,RLCA_Y,RLCA_Z
957,0.0,757.190247,168.930725,911.424011,749.238647,459.827789,918.58429,976.376526,321.430481,822.979797,890.354553,297.74762,1456.86438,857.671997,136.582672,825.96991,766.409607,268.936462,474.002167,891.021729,252.168304,68.62529,915.362305,270.845551,22.686693,742.563416,289.482727,24.357292,693.810852,244.245483,18.621153,778.829224,203.832443,16.8965,896.592468,339.066925,19.92263,885.086426,490.231201,825.116638,714.579224,411.756165,483.038239,852.872498,461.549866,78.602539,870.717834,450.809784,25.031706,703.734375,413.924683,27.02714,653.298706,455.67099,20.46801,737.048584,498.299988,21.151501,853.991272,383.458954,23.17585
958,0.0,756.585571,169.192688,911.431824,748.955811,460.167206,918.283386,976.117432,321.262024,823.034668,890.490234,298.176605,1456.701904,857.024597,136.643982,826.030151,766.722839,269.117279,473.942749,891.091614,252.172501,68.634018,915.373291,270.81778,22.660107,742.687378,289.451294,24.215652,693.855286,244.296921,18.598631,778.840942,203.829285,16.947638,896.600037,339.128479,19.991722,884.998779,490.229156,824.929321,715.162415,412.089996,482.682495,853.108887,461.248871,78.258064,870.799133,450.646545,24.701893,703.740173,413.802948,26.840172,653.287476,455.581146,20.371304,737.12854,498.432739,21.008392,854.140442,383.28418,22.665926
959,0.0,755.853821,169.442764,911.503174,748.664795,460.47171,918.061584,975.830872,321.198059,823.093262,890.612488,298.814392,1456.770752,856.406799,136.659378,826.157043,767.114197,269.381012,473.883942,891.099182,252.15387,68.659424,915.367371,270.842224,22.674355,742.604858,289.529938,24.351875,693.849792,244.306046,18.570684,778.82782,203.893326,16.89946,896.301392,339.328644,20.704979,884.863708,490.294769,824.806702,715.816528,412.256744,482.285156,853.426453,461.036957,77.868706,870.917053,450.465729,24.296534,703.827026,413.782623,26.755802,653.36145,455.536591,20.359398,737.301636,498.637329,20.805702,854.319031,383.094147,22.128231
960,0.0,755.204041,169.745041,911.552429,748.30188,460.78299,917.813782,975.460388,321.170319,823.231812,890.57782,299.292847,1456.377808,855.753723,136.836151,826.220886,767.346069,269.616058,473.827728,891.09613,252.142365,68.674774,915.403992,270.786255,22.651203,742.641418,289.537903,24.220751,693.854553,244.348526,18.582172,778.785278,203.910812,16.947836,896.778259,339.255524,20.275946,884.520691,490.651031,825.089417,716.499451,412.360291,481.900879,853.727844,460.801422,77.509666,870.994446,450.369446,23.715799,703.886292,413.734375,26.706573,653.405334,455.514526,20.372467,737.477295,498.792572,20.723913,854.4552,382.915436,21.616449
961,0.0,754.613098,170.057861,911.527649,747.901184,461.186279,917.58197,975.11969,321.151947,823.319885,890.704956,299.755463,1456.219604,855.270386,136.934631,826.295532,767.661133,269.839813,473.773773,891.121277,252.150452,68.651581,915.36084,270.775269,22.690611,742.674072,289.582886,24.207344,693.844543,244.410339,18.577978,778.799194,203.916382,16.966616,896.228394,339.420563,20.667568,884.292847,490.809296,825.016235,717.199951,412.383453,481.556305,853.93396,460.626038,77.158997,871.094543,450.202515,23.341879,703.921509,413.644287,26.56307,653.427002,455.42923,20.28446,737.565369,498.872589,20.651489,854.539185,382.75473,21.286497
962,0.0,754.020325,170.429489,911.466003,747.440613,461.499969,917.31012,974.786194,321.287048,823.407593,890.783997,300.247498,1456.048218,854.750122,137.108002,826.353882,767.923218,270.015137,473.762451,891.140259,252.151367,68.647781,915.410706,270.766602,22.683798,742.732178,289.542358,24.183332,693.823364,244.388138,18.585733,778.80896,203.948944,16.946415,896.369385,339.572845,20.936953,884.023499,490.9935,824.909241,717.91394,412.364624,481.230072,854.075317,460.485016,76.801155,871.245422,450.110626,23.219797,703.944336,413.482117,26.458151,653.310608,455.293274,20.248856,737.588806,499.000916,20.651207,854.583069,382.615692,20.960388
963,0.0,753.530884,170.770279,911.393799,746.975159,461.882141,917.102112,974.398499,321.495422,823.475708,890.614624,301.083679,1455.935669,854.360046,137.331879,826.470886,768.191589,270.115356,473.724152,891.232544,252.111496,68.651039,915.405334,270.723694,22.665602,742.596313,289.62796,24.311371,693.858948,244.394241,18.570026,778.789551,203.958344,16.92424,896.277222,339.548309,20.83816,883.651184,491.199371,824.849365,718.616394,412.416962,480.913452,854.149536,460.399567,76.479111,871.309143,450.072937,22.945599,703.886047,413.468994,26.36414,653.19696,455.144806,20.15449,737.600769,499.16272,20.553635,854.576843,382.543549,20.684307
964,0.0,753.082336,171.086182,911.35437,746.444946,462.220398,916.915649,974.083069,321.795532,823.532471,890.677551,301.444122,1455.579102,853.998718,137.537064,826.549805,768.471313,270.243835,473.65567,891.286865,252.050095,68.658493,915.382996,270.695435,22.647175,742.744934,289.576416,24.304924,693.860718,244.395889,18.566366,778.789307,203.948242,16.912542,896.802979,339.401672,20.403095,883.229248,491.367554,824.758484,719.30835,412.540741,480.692566,854.188293,460.396271,76.308594,871.388367,450.061493,22.753181,703.830688,413.350708,26.19136,653.067017,455.041473,20.118595,737.668335,499.296326,20.464237,854.625061,382.524445,20.489944
965,0.0,752.681946,171.331055,911.361633,745.898865,462.478638,916.740173,973.738464,322.161713,823.625122,890.698975,302.085327,1455.716309,853.686523,137.826996,826.64917,768.744446,270.447906,473.574493,891.277466,252.038895,68.63652,915.443237,270.664886,22.622812,742.608704,289.621277,24.359386,693.920715,244.420944,18.548555,778.822876,203.931961,16.90991,896.503052,339.69696,21.195374,882.752075,491.701385,824.82251,719.877869,412.636169,480.50827,854.187927,460.2789,76.004395,871.371948,450.098541,22.548201,703.772949,413.284973,26.074261,652.864929,454.916382,20.014292,737.655151,499.397705,20.391081,854.621033,382.534485,20.370632
966,0.0,752.410034,171.588745,911.278015,745.342163,462.787872,916.655701,973.464539,322.594055,823.749451,890.634583,302.81366,1455.68335,853.421143,138.112946,826.788879,768.914795,270.630157,473.552734,891.322021,252.077454,68.660324,915.396484,270.718872,22.647392,742.786804,289.525726,24.226461,693.932617,244.431519,18.589546,778.840881,203.97551,16.908802,896.218628,339.550293,20.826385,882.466003,491.856018,824.465576,720.34491,412.712585,480.341522,854.225769,460.404816,75.889648,871.426636,450.174957,22.405504,703.748901,413.220337,26.09285,652.77002,454.815582,19.959743,737.613831,499.526825,20.376146,854.666992,382.605347,20.35037
967,0.0,752.102783,171.849655,911.334778,744.756897,463.087097,916.607178,973.078979,323.017731,823.94043,890.799316,303.28241,1455.660889,853.215881,138.522705,826.859802,769.100342,270.919983,473.520264,891.329224,252.089615,68.72171,915.435486,270.691559,22.648104,742.819153,289.551117,24.245485,693.926514,244.406967,18.569803,778.813293,203.983643,16.921259,896.451111,339.649963,21.083485,881.936829,492.244598,824.55127,720.84259,412.950378,480.285583,854.275024,460.542236,75.794769,871.408508,450.262817,22.301874,703.76709,413.243469,25.990898,652.731384,454.792725,19.946846,737.62384,499.61499,20.363462,854.694946,382.693268,20.337473
968,0.0,751.786011,172.116364,911.403748,744.119568,463.34021,916.611206,972.717346,323.542694,824.151001,890.557312,303.907593,1455.414063,853.086365,138.924881,826.960815,769.222717,271.157867,473.501373,891.329041,252.173477,68.743454,915.429565,270.725403,22.679094,742.77771,289.539429,24.247602,693.936768,244.418869,18.611078,778.794617,203.993622,16.947531,896.786804,339.411438,20.472019,881.418701,492.688751,824.645691,721.282593,413.107483,480.18631,854.369019,460.708252,75.722054,871.504211,450.394531,22.15797,703.724609,413.207855,26.033205,652.679749,454.764008,19.920277,737.572998,499.760315,20.333353,854.739319,382.791992,20.371895
969,0.0,751.529846,172.395187,911.45697,743.449707,463.60498,916.592102,972.29718,324.110138,824.343811,890.858215,304.289581,1455.538086,852.9776,139.328125,827.060547,769.227417,271.409943,473.537964,891.363525,252.195679,68.802475,915.456604,270.748199,22.652853,742.831238,289.562805,24.248936,693.953125,244.41954,18.589567,778.786194,204.008438,17.012812,896.404724,339.740051,21.121628,880.79541,493.177979,824.881226,721.685852,413.292847,480.069519,854.460815,460.81842,75.584084,871.646851,450.509705,22.05323,703.785461,413.241089,26.02422,652.690735,454.718567,19.925261,737.537964,499.875885,20.326586,854.788147,382.925293,20.353851
970,0.0,751.303467,172.68576,911.565796,742.78595,463.862732,916.576782,971.992859,324.685303,824.471252,890.643188,305.12912,1455.510498,852.898315,139.764557,827.110229,769.118713,271.610901,473.495544,891.412109,252.284683,68.826653,915.461121,270.772888,22.659843,742.819458,289.583405,24.272564,693.940125,244.450073,18.570292,778.79126,204.030411,16.990721,896.340454,339.690521,20.943863,880.204468,493.685852,825.01239,722.041138,413.502319,479.922729,854.526245,460.96521,75.432098,871.715515,450.647247,21.890139,703.866455,413.333679,26.042717,652.662476,454.717621,19.84433,737.564209,499.999268,20.275949,854.845154,383.022034,20.364416
971,0.0,751.144104,172.967957,911.540161,742.134277,464.176392,916.566528,971.642334,325.394073,824.586365,890.628784,305.67688,1455.541382,852.891479,140.193588,827.173889,769.03894,271.821655,473.446564,891.465637,252.327805,68.798637,915.438477,270.781128,22.669996,742.77594,289.609772,24.269047,693.983276,244.443436,18.558975,778.793762,204.041962,16.965181,896.799744,339.481445,20.346401,879.591003,494.262115,825.131104,722.414551,413.814026,479.83786,854.620544,461.16153,75.386681,871.755676,450.759186,21.745148,703.825867,413.342133,26.067207,652.697754,454.701569,19.849724,737.530212,500.143158,20.230297,854.901306,383.116638,20.368494
972,0.0,751.013306,173.271194,911.571411,741.458374,464.45459,916.515198,971.283325,326.080536,824.64624,890.571777,306.344208,1455.466064,852.84314,140.752701,827.208984,768.756104,272.077393,473.458008,891.397461,252.369522,68.848984,915.426086,270.803314,22.683559,742.770569,289.570404,24.259846,693.914001,244.40451,18.548414,778.803101,203.992996,16.968849,896.878296,339.457886,20.389315,878.993958,494.888062,825.199097,722.845032,414.098724,479.67868,854.679443,461.288269,75.259552,871.774719,450.825775,21.71056,703.872375,413.324982,26.097298,652.676575,454.689362,19.813318,737.554077,500.156708,20.112183,854.988037,383.146454,20.378645
973,0.0,750.834778,173.604202,911.664612,740.810242,464.776703,916.489746,970.885376,326.773865,824.758362,890.511902,306.942078,1455.385254,852.7323,141.291931,827.275269,768.515198,272.26825,473.41803,891.397949,252.423889,68.820267,915.411682,270.846954,22.695585,742.823303,289.573639,24.25066,693.93689,244.392258,18.55002,778.783875,204.033646,16.964247,896.710571,339.44455,20.154316,878.333435,495.485291,825.339661,723.211182,414.311035,479.578827,854.687256,461.291565,75.189049,871.785522,450.847748,21.65255,703.925354,413.420502,26.119677,652.634827,454.706665,19.771093,737.549561,500.235382,20.074581,854.946228,383.190796,20.385656
974,0.0,750.673645,173.992386,911.726013,740.200989,465.081055,916.444519,970.546082,327.5242,824.821655,890.401855,307.559296,1455.432007,852.683228,141.801514,827.346313,768.229309,272.565582,473.408875,891.350525,252.478836,68.878105,915.416504,270.850067,22.777357,742.784302,289.600067,24.261339,693.939331,244.418381,18.553329,778.798035,204.048553,16.993355,896.752502,339.470093,20.284607,877.734436,496.096252,825.415833,723.569458,414.55246,479.518066,854.679321,461.342499,75.139282,871.791199,450.875916,21.694048,703.76178,413.326721,26.101463,652.595642,454.675781,19.769196,737.515625,500.266205,20.029305,854.94519,383.227051,20.459146
975,0.0,750.532349,174.279175,911.763611,739.607483,465.458496,916.383179,970.196716,328.397583,824.89563,890.277405,308.196716,1455.410034,852.604187,142.341339,827.362427,767.931641,272.852753,473.41214,891.360168,252.535675,68.948509,915.431824,270.878357,22.779049,742.74646,289.599762,24.323429,693.920166,244.431244,18.584,778.795349,204.064102,17.062294,896.668884,339.494415,20.136238,877.144348,496.67865,825.468384,723.941406,414.696686,479.455475,854.698181,461.369934,75.10495,871.794983,450.907288,21.681267,703.825867,413.345245,26.082083,652.518555,454.632477,19.746073,737.449646,500.289429,20.065374,854.982422,383.225403,20.470543
976,0.0,750.355896,174.693481,911.849548,738.998718,465.885559,916.371887,969.815857,329.133636,824.91394,890.158081,308.839813,1455.389038,852.481873,142.962463,827.446167,767.571716,273.188904,473.305389,891.288635,252.571915,68.983871,915.415955,270.938629,22.812231,742.656494,289.617279,24.346577,693.878357,244.387985,18.517323,778.774109,204.076233,17.043747,896.464478,339.489838,19.835484,876.520813,497.340881,825.577698,724.263733,414.848938,479.387634,854.689392,461.383453,75.086586,871.82074,450.903046,21.675343,703.768799,413.279175,26.059149,652.49646,454.61554,19.664921,737.399231,500.273224,20.065266,854.96167,383.22699,20.445087
977,0.0,750.128113,175.088577,911.894714,738.412903,466.341858,916.38562,969.720459,329.853058,824.756165,890.097961,309.476196,1455.316528,852.321533,143.596405,827.471191,767.11969,273.501617,473.309906,891.257629,252.662628,69.004318,915.371399,270.959259,22.812462,742.673218,289.639404,24.335035,693.865784,244.393631,18.515064,778.717529,204.129044,17.03079,896.411621,338.377136,19.188972,875.837646,497.951996,825.695679,724.626038,415.020111,479.335815,854.67572,461.430725,74.9814,871.803223,450.882996,21.558167,703.734985,413.259796,25.958029,652.436523,454.634338,19.680687,737.50293,500.30899,19.981024,855.010803,383.252319,20.42276
978,0.0,749.918945,175.522491,911.968994,737.876038,466.791382,916.331421,969.072937,330.608856,824.852905,889.884583,310.293671,1455.291626,852.148254,144.179626,827.520142,766.706909,273.889343,473.29068,891.222168,252.719345,69.08242,915.361755,270.973663,22.816916,742.603821,289.701538,24.31185,693.854065,244.347382,18.532709,778.717102,204.16835,17.047676,896.531189,338.408478,19.180283,875.0802,498.775482,826.08783,724.992798,415.212585,479.281128,854.647583,461.418427,74.852768,871.829834,450.956879,21.53306,703.777588,413.25412,25.942095,652.454895,454.623932,19.628485,737.341187,500.31192,19.987873,855.036438,383.244934,20.35224
979,0.0,749.59845,176.098984,912.024231,737.358154,467.245392,916.316406,968.685242,331.242371,824.892456,889.910034,310.747528,1455.159302,851.911865,144.73317,827.529907,766.265869,274.238556,473.254883,891.227417,252.828323,69.143234,915.323242,271.022339,22.840704,742.643433,289.757751,24.268654,693.833435,244.395035,18.507774,778.719177,204.199921,17.086445,896.523804,338.4505,19.152138,874.609924,499.285065,825.955017,725.265442,415.415222,479.189972,854.672485,461.507874,74.818581,871.845032,450.94339,21.488794,703.724426,413.199432,25.918652,652.415527,454.587952,19.570274,737.342346,500.345764,19.959677,855.07373,383.249664,20.331215
980,0.0,749.318848,176.60376,912.138855,736.824463,467.744598,916.256897,968.278137,331.85437,824.87561,889.69574,311.501587,1455.10022,851.619019,145.274567,827.549255,765.825745,274.695282,473.277161,891.154602,252.920776,69.219879,915.341736,271.0354,22.892128,742.581604,289.782959,24.282515,693.825073,244.401611,18.498692,778.665283,204.237167,17.113289,896.540527,338.499542,19.156603,874.352234,499.851166,825.625061,725.580383,415.662781,479.095001,854.654602,461.523224,74.701515,871.810547,451.011169,21.363068,703.686584,413.11142,25.865723,652.364685,454.589203,19.565096,737.384094,500.417664,19.956779,855.0849,383.283081,20.294086
981,0.0,748.992188,177.11734,912.18811,736.333191,468.269714,916.243713,967.920593,332.486664,824.873474,889.684082,312.234985,1455.304932,851.201416,145.864136,827.542175,765.32782,275.203308,473.31015,891.056091,253.001602,69.284531,915.314575,271.060028,22.939215,742.707458,289.793365,24.068302,693.796021,244.419617,18.493961,778.627014,204.301956,17.145882,896.572937,338.529083,19.180883,873.848999,500.437622,825.611877,725.892273,415.893036,479.023987,854.652466,461.6586,74.648796,871.813965,451.067413,21.332058,703.675354,413.087616,25.878073,652.363342,454.583679,19.573839,737.358887,500.426056,19.972197,855.114868,383.329956,20.296785
982,0.0,748.648071,177.665314,912.33844,735.804504,468.863312,916.212769,967.557739,332.985596,824.819214,889.454163,312.980042,1455.269897,850.886841,146.325699,827.641968,764.863464,275.695343,473.286011,890.989746,253.122055,69.339783,915.261169,271.087006,23.013363,742.558044,289.851807,24.138548,693.790649,244.395996,18.52783,778.594849,204.367218,17.20993,896.574036,338.599518,19.164015,873.440186,501.019836,825.58783,726.184326,416.149292,478.909332,854.671265,461.624359,74.49305,871.858337,451.083954,21.271568,703.723572,413.092926,25.811977,652.354126,454.504395,19.537003,737.412903,500.459076,19.864944,855.15802,383.325806,20.269691
