Frame,SubFrame,LASI_X,LASI_Y,LASI_Z,RASI_X,RASI_Y,RASI_Z,LPSI_X,LPSI_Y,LPSI_Z,RPSI_X,RPSI_Y,RPSI_Z,LTHI_X,LTHI_Y,LTHI_Z,LKNE_X,LKNE_Y,LKNE_Z,LANK_X,LANK_Y,LANK_Z,LHEE_X,LHEE_Y,LHEE_Z,LP1M_X,LP1M_Y,LP1M_Z,LTOE_X,LTOE_Y,LTOE_Z,LD5M_X,LD5M_Y,LD5M_Z,LLCA_X,LLCA_Y,LLCA_Z,RTHI_X,RTHI_Y,RTHI_Z,RKNE_X,RKNE_Y,RKNE_Z,RANK_X,RANK_Y,RANK_Z,RHEE_X,RHEE_Y,RHEE_Z,RP1M_X,RP1M_Y,RP1M_Z,RTOE_X,RTOE_Y,RTOE_Z,RD5M_X,RD5M_Y,RD5M_Z,RLCA_X,RLCA_Y,RLCA_Z
1770,0.0,710.7948,244.352722,906.994019,716.780273,537.083923,898.604553,922.611633,366.169586,796.880005,837.372742,376.222015,1449.819702,786.215759,197.056137,813.172119,508.47876,304.652557,534.054443,674.407227,287.559448,110.799866,700.194397,306.634399,64.007301,532.349609,334.632141,65.712662,488.317413,297.652527,69.635544,562.577881,254.72525,52.846203,683.159424,374.600708,64.553284,872.326111,548.550476,818.384338,767.300598,458.374969,453.650177,1105.907715,474.270874,153.119843,1147.005005,459.333527,117.768738,1016.267761,402.226013,31.716991,972.535461,435.874237,18.691994,1041.553345,487.465057,32.604477,1131.525757,391.280823,117.921547
1771,0.0,706.763733,243.775665,911.1875,714.618713,536.190796,902.233521,919.448608,364.128052,801.606506,835.304504,374.883179,1453.051758,782.517273,196.166779,816.639648,512.349548,307.301605,532.415222,660.014282,287.830688,104.367813,684.899719,306.747986,57.556767,518.467468,336.66037,60.632759,475.248077,300.043304,67.924835,547.293213,256.271851,47.773525,668.64856,374.775482,59.27528,869.81366,547.181824,821.626404,763.259766,460.843811,454.915527,1112.015625,474.815948,164.308502,1154.888428,460.165771,131.477142,1030.203369,403.467468,36.937992,987.304382,436.595215,18.536125,1054.486572,488.401398,40.699394,1139.194336,392.080658,130.633911
1772,0.0,702.775879,243.234802,914.117065,712.334961,535.105103,904.951416,916.672607,362.357544,805.199158,833.365845,372.998657,1454.996948,779.198853,195.420609,819.126526,516.236633,309.680328,530.427002,649.928406,288.408936,99.305817,674.19342,307.430542,52.217812,508.185791,339.518982,56.036278,466.517883,302.904846,65.217697,535.907471,258.500732,41.687691,658.259827,375.375488,54.916843,866.921936,545.881653,823.219421,756.990234,462.59375,454.981689,1116.804565,475.015808,175.993011,1161.347046,460.432831,145.800323,1041.310547,406.16925,44.170017,1000.807617,438.35022,19.31374,1066.384766,489.84845,50.241402,1145.751953,392.339905,143.65126
1773,0.0,699.034058,242.413437,915.861328,710.04895,533.846069,906.46106,914.478943,360.707764,807.713074,831.01239,371.332153,1456.457153,776.172485,194.594528,820.38916,519.989685,311.551025,527.994507,643.792114,289.382294,94.989853,667.978821,307.581482,48.165501,502.076691,342.196259,51.587139,461.342072,305.66449,61.855072,529.171692,260.834839,35.876293,651.892334,376.608582,51.472305,863.557495,544.54303,822.999329,748.760132,463.323669,453.891418,1120.324097,474.563324,188.179901,1166.427368,460.050781,160.667191,1052.012695,409.241699,51.159233,1014.407776,442.354034,19.03553,1077.135132,491.486206,60.788479,1150.584717,392.079987,156.83165
1774,0.0,695.479919,241.245468,916.098267,707.735901,532.359192,906.734558,912.263306,359.45105,808.51062,828.975586,369.459229,1456.533203,773.409058,193.62648,820.468201,523.370056,313.383301,524.95752,641.765137,290.53949,90.71772,665.083618,310.077301,43.241383,500.041016,345.037018,47.475239,459.383148,308.535858,57.513447,525.534668,264.697235,29.755526,644.25946,378.06076,55.28175,859.985901,543.145569,821.129028,739.113831,463.409851,451.988373,1123.131592,473.209381,200.926666,1170.445068,457.948486,176.392746,1060.570435,415.15036,58.3783,1026.681641,451.691925,24.30221,1087.372681,495.841675,73.460167,1153.543945,390.456909,169.477692
1775,0.0,692.077148,239.824402,914.918945,705.390015,530.67511,905.7005,910.869873,357.997925,808.266541,826.886292,366.944855,1455.152588,770.831604,192.593506,819.271118,526.685425,314.536194,520.494629,642.992798,291.491486,86.316528,666.001404,311.060394,38.849735,501.74231,348.499023,41.961857,460.464172,312.554382,51.289951,525.862305,268.030853,22.598223,649.536438,374.807465,45.837337,856.140686,541.756775,817.867676,728.272888,463.512878,449.499969,1125.11438,471.399261,214.907364,1173.30896,455.543762,191.874954,1065.896362,422.341431,68.452339,1033.823608,461.372406,34.62542,1094.098999,501.470795,89.008057,1153.855103,389.045715,180.851166
1776,0.0,688.888916,237.946075,912.469543,703.116333,528.636963,903.453064,908.458923,357.460968,805.419495,825.29834,364.46167,1452.522827,768.519287,191.59317,816.751831,529.975464,315.417694,514.687988,646.676208,292.838623,81.248413,671.073059,312.03363,34.164886,507.189941,352.637329,33.822018,464.677734,317.617767,42.17308,528.475037,268.758667,18.142614,657.732422,380.193939,40.288811,852.305786,540.515442,813.658386,716.676819,464.062378,446.240234,1124.543213,469.91922,228.650726,1173.369263,453.826935,207.680496,1068.941772,429.25592,79.154778,1038.950195,470.969543,46.020432,1097.534424,506.605194,104.891785,1153.796265,388.0849,192.046646
1777,0.0,685.815979,236.066162,908.786316,700.83429,526.673767,900.288452,906.030457,357.106934,800.997986,823.447449,362.582977,1449.085815,766.183716,190.664215,812.905945,533.253479,315.997314,507.704132,656.755981,295.152191,76.290298,681.622375,314.029388,29.940203,514.93512,351.877197,31.349932,468.260101,317.665771,34.544155,539.182556,265.020416,15.578101,668.18335,382.594879,33.287186,848.43988,539.267151,808.389709,704.55658,465.167755,442.503662,1121.840454,468.977722,242.061813,1171.096924,453.149048,223.134888,1070.201904,435.162201,90.307182,1042.154663,479.045837,57.855858,1098.710205,510.968628,120.384392,1152.22937,387.874908,203.970215
1778,0.0,683.086182,233.793823,903.663696,698.645996,524.585876,896.34491,903.842041,356.809113,795.085693,820.944153,362.491272,1445.222656,763.840698,189.670547,807.824463,535.643738,316.591278,499.682129,673.68988,298.617493,72.200562,698.898376,317.400574,26.776321,530.205383,350.30954,29.04878,480.882721,314.518524,24.653576,557.037659,261.479553,14.292141,683.399841,385.555328,28.595612,844.610596,538.20166,802.45343,691.876221,466.605469,438.421021,1117.251221,468.594421,254.844452,1167.129883,452.732727,237.497894,1069.260498,439.411713,101.756844,1042.272217,484.607544,69.574547,1097.191772,514.127136,134.953857,1148.579346,388.163696,215.688141
1779,0.0,680.900879,231.607742,897.490784,696.68103,522.566284,891.727173,901.713745,356.215851,787.99646,819.880188,359.74649,1440.158447,761.777466,188.268524,801.443787,537.597778,317.120239,490.15152,688.638428,304.745422,67.256821,717.09906,319.539642,24.132477,547.694214,355.656677,25.685038,495.636353,322.402649,19.778931,574.104553,264.493713,15.186198,702.050049,385.540161,24.912668,840.765381,537.049622,795.738708,678.537842,468.35733,434.347015,1110.394775,468.578735,266.696716,1160.916992,452.825073,250.61261,1066.276489,442.4599,112.532249,1039.595703,488.112518,80.758553,1092.76709,516.265503,148.165436,1143.383179,388.50238,227.314133
1780,0.0,679.581116,229.469849,890.932251,694.975769,520.591003,886.296265,899.965149,355.634399,780.020447,818.6562194999999,357.581863,1434.3848874999999,760.090515,186.384109,794.334534,539.539246,319.209686,481.062103,707.297791,302.585999,68.812454,733.757935,321.055023,23.8864,563.705261,354.583405,25.795977,511.208588,320.412506,18.778973,591.543701,263.471497,15.15469,719.837036,390.534241,20.835814,837.013184,535.830933,788.34491,664.763062,470.316284,430.734741,1101.179321,468.905304,277.31366,1152.063721,453.318268,262.900482,1060.422974,443.965546,122.570633,1034.263306,489.824127,90.657326,1085.822021,517.579773,159.650558,1136.112305,389.192719,238.356247
1781,0.0,679.357971,227.214264,885.026489,693.592224,518.339294,880.450134,897.409058,355.277161,771.14502,817.432251,355.417236,1428.611328,759.245361,183.945892,787.267212,541.143188,322.103241,473.50293,722.430847,304.318207,69.001617,750.393616,322.176453,25.372166,580.288269,355.661407,25.058283,527.37561,320.74408,18.474455,608.980835,264.277435,15.446443,730.963379,390.632782,27.947493,833.362427,534.352539,780.581848,650.230591,472.240997,427.279388,1089.945435,469.46463,286.279541,1141.563477,454.007294,273.105103,1052.179688,444.472626,131.337387,1026.028198,490.215118,99.145767,1076.434082,518.153992,169.079819,1126.233643,389.984283,248.1884
1782,0.0,679.854492,224.42392,880.498535,692.681763,515.944824,874.665466,896.846802,353.718994,763.412415,815.936096,353.14856,1423.921631,758.841125,181.75235,783.002625,544.193604,325.30899,471.186035,737.836304,305.914551,70.24778,767.409973,322.559631,26.658491,596.844666,355.797516,24.629198,543.979736,319.871246,17.881323,626.123169,264.562317,15.520133,753.33905,391.6474,20.630241,830.161011,532.589172,772.879944,635.083862,473.351837,425.026001,1076.90271,470.300262,293.571442,1128.736816,454.982117,281.657135,1040.927856,444.564117,138.508591,1014.681091,489.580994,106.034958,1064.390503,518.248535,176.403793,1114.496704,390.618561,256.592407
1783,0.0,680.718994,222.010422,878.922791,692.209534,513.688171,869.717041,895.630676,352.712006,756.663574,813.774597,351.855499,1420.327026,759.347229,181.046753,781.968933,548.387573,326.953644,468.085327,753.392029,306.285431,70.779266,783.937256,323.143951,27.270906,613.653748,355.948578,24.447617,560.63855,319.548737,17.983418,643.145386,264.633698,15.679035,770.005249,391.337616,21.092623,827.638428,530.857788,766.362061,619.641785,472.737946,424.216614,1062.328613,470.938904,298.966644,1114.437012,455.872131,287.580322,1026.944092,443.488983,144.640976,999.769043,488.261414,111.560287,1049.654663,517.953247,181.866776,1101.086304,391.435577,262.744598
1784,0.0,681.981384,219.830902,877.431458,691.910217,511.601685,866.306335,894.970947,352.495605,753.090637,811.302307,351.484955,1417.936035,761.172119,180.724503,780.734436,553.961975,327.868927,464.249908,769.625671,306.211945,70.860451,800.972534,322.996338,27.724022,630.67804,355.839325,24.19174,577.869385,319.320709,17.715784,660.284363,264.452393,15.723899,780.929993,391.779205,28.019369,825.551575,528.850586,761.021851,603.657776,472.367737,426.190338,1046.597412,471.625122,302.29303,1099.160278,456.742279,290.915802,1010.387451,442.614746,148.795898,982.357666,486.486816,115.494858,1032.771118,517.611145,185.454178,1086.163086,391.986664,266.540588
1785,0.0,682.893188,218.268051,875.443604,691.752686,509.794769,864.257202,895.056702,352.377289,751.579224,809.200378,351.228058,1415.891846,763.301697,179.490677,778.30603,560.447815,328.196533,459.904144,785.950317,306.119659,70.932396,818.229431,322.860016,28.520452,648.089294,355.661926,24.213428,595.075012,319.067322,17.734751,677.886719,264.388428,15.672343,804.587463,391.649506,21.503216,823.540405,526.444214,757.225159,587.586975,471.558228,429.572357,1029.894897,472.276947,303.500244,1082.648438,457.728729,291.691071,991.774658,441.32431,151.129639,962.817749,484.368225,117.709229,1014.362122,516.881348,186.52124,1069.870605,392.532959,268.229431
1786,0.0,683.488831,217.450836,873.555481,691.823975,508.364014,862.814148,896.427063,351.682007,751.122437,807.48291,351.188538,1414.339966,764.947327,178.231995,777.117554,567.949829,328.322662,454.796906,803.040833,306.217468,71.09536,836.241028,323.075592,29.086391,666.039734,355.610077,23.961315,613.063416,318.882935,17.663298,695.946106,264.34317,15.700854,822.434448,391.776093,22.13657,821.497009,524.527527,754.973938,571.724792,470.702087,434.454559,1012.391418,473.014221,302.785004,1065.177979,458.62384,290.109894,971.583191,439.698883,151.960449,941.408875,482.344208,118.590523,994.519348,516.082458,185.729263,1052.310913,393.198242,267.538422
1787,0.0,684.021179,216.841873,872.390991,692.067444,507.77298,862.084656,897.455139,351.207611,750.611328,806.137146,351.003937,1413.125122,766.018127,177.550812,776.552124,577.211182,328.058533,448.861298,820.845276,306.508606,71.31765,854.365662,323.341675,29.800184,684.215576,355.676117,23.67128,631.419983,318.577576,17.52972,714.393982,264.518127,15.830232,840.97644,390.546417,22.903341,819.075012,523.229614,754.203369,556.37262,469.680084,440.927185,994.316772,473.585907,300.219574,1046.926758,459.324493,286.13681,949.262573,438.709778,150.826447,917.535095,480.495026,118.617569,973.042847,515.251831,183.324051,1033.812378,393.377319,264.342651
1788,0.0,684.512329,216.293411,871.663635,692.172424,507.554169,862.199585,896.710693,351.374481,750.496277,805.196228,350.569305,1412.507813,767.257935,177.153519,775.881531,587.975464,328.078491,443.217896,838.892944,306.706024,71.642632,873.12677,323.827393,30.220993,702.574402,355.645599,23.620922,650.076904,318.408936,17.52096,733.135376,264.775604,15.761903,859.769165,390.853668,23.086309,816.576965,522.852783,754.053955,541.496216,468.839691,449.120453,975.711609,474.037109,295.966492,1028.070801,459.886566,279.989532,925.555908,437.267578,148.871216,891.757385,478.693054,117.521721,950.108704,514.401855,179.387863,1014.578247,393.827789,259.13858
1789,0.0,685.232178,215.653442,871.172668,692.0152889999999,507.34329249999996,863.556122,896.430176,351.839569,750.851379,804.463562,350.018921,1412.82605,769.303711,176.693695,775.891968,599.507324,328.369843,438.841187,856.99585,306.853394,72.217422,891.27417,324.400696,30.78487,721.487854,355.86731,23.29501,668.99469,318.335693,17.577143,752.095215,265.057129,15.798436,879.902954,390.607819,25.152119,814.286743,522.876465,754.052368,527.816772,467.975983,458.228699,956.729004,474.276733,290.034973,1008.511292,460.440308,271.918304,899.878967,436.585236,145.801132,864.75946,477.404114,115.801178,925.969604,513.801575,174.438919,994.261414,394.146088,251.989243
1790,0.0,686.102539,214.689575,871.322876,691.858154,507.132416,864.912659,896.813171,353.46756,751.530334,803.88031,349.66745,1413.764526,771.876099,176.384598,776.967407,612.711487,329.62146,435.615997,875.422424,306.701721,73.575485,910.559631,323.474579,33.421772,740.690247,355.576538,22.727694,688.425415,318.325134,17.443405,771.307617,265.430847,15.976728,897.584473,391.047791,26.074741,811.97406,523.454041,754.620056,515.58667,466.80777,467.868347,937.387451,474.342743,282.831482,988.37677,460.561951,261.883057,873.5979,435.749908,141.646576,836.449646,476.356384,113.371346,901.014282,513.373291,168.453995,973.334106,394.432953,242.92218
1791,0.0,687.210693,213.438309,871.895081,690.4482725,505.9281615,868.1428834999999,897.46582,356.238678,752.735291,803.526306,349.559937,1415.446411,775.135376,176.373779,778.211365,625.409729,329.68045,434.272766,893.601746,306.370178,75.719765,929.515137,322.883087,36.085686,760.409241,355.648438,22.591099,708.025085,318.495636,17.573524,790.897034,265.858551,15.955787,917.054504,390.47052,28.644136,809.072754,524.941223,756.497375,503.996674,465.957611,478.929138,917.609009,474.148041,274.400421,967.404968,460.676086,250.764572,846.816223,435.403229,136.873367,807.73877,476.006287,110.829536,875.038757,513.131348,161.987183,951.526794,394.38797,232.412094
1792,0.0,688.43634,211.960327,873.085449,689.038391,504.723907,871.373108,897.576294,359.884216,754.979736,803.273865,349.710663,1417.74231,778.87854,176.940842,780.109009,638.95697,332.898224,432.648438,912.008667,305.634521,78.555893,948.386475,322.047302,39.837822,779.856995,355.487122,22.34664,727.833008,318.573822,17.596199,810.122375,266.347412,16.227917,936.498352,389.76651,32.394234,805.972412,526.594177,759.549377,494.108032,464.527039,489.921844,897.472717,473.829773,264.99704,945.712769,460.333008,238.330475,818.264832,435.694214,132.029495,777.808411,475.795105,108.57505,848.317871,513.07251,155.515488,929.080688,394.063263,220.77211
1793,0.0,689.675415,210.32077,874.978394,686.819946,502.362244,875.92627,897.449036,364.085236,758.618774,803.093201,350.16803,1420.674683,782.829529,177.943832,782.937866,652.289246,334.482086,432.90686,929.388672,304.756775,82.550194,966.95105,321.044159,44.612797,798.964417,355.669739,22.880325,747.768433,318.966766,17.251156,829.213623,266.956482,16.531128,955.595764,388.82373,37.364403,801.979553,528.610413,764.140869,485.613586,462.533447,500.9758,876.587219,473.147705,254.978745,923.206055,459.827881,225.248611,788.683533,435.904968,127.835838,747.570068,475.774841,105.849617,821.00769,512.972229,148.884628,905.683044,393.695251,208.02684
1794,0.0,690.757751,209.021759,877.424011,685.115479,500.612854,880.3797,897.01178,368.326691,763.066895,802.923828,350.598969,1424.130981,786.419067,179.229736,786.627686,665.087463,335.143707,434.076019,946.557678,303.760162,87.370918,984.702087,319.828857,50.427273,817.721985,355.510071,23.495481,767.317505,318.988617,17.463915,847.798645,267.26886,17.102083,973.910889,387.692261,43.275833,798.465515,530.734009,768.764526,478.568512,459.988708,511.942078,855.470276,472.062866,244.06517,899.993225,459.089569,211.522537,759.005432,436.037689,123.016495,717.02002,476.433563,104.276649,793.176208,512.887329,142.490372,882.557373,392.817505,195.00827
1795,0.0,691.503418,208.120285,880.776245,683.059753,499.137268,885.37384,896.788757,371.93869,768.284119,802.824524,350.947052,1428.251709,789.724976,180.678528,791.210693,677.002014,334.812347,435.976135,962.405518,302.505554,93.096832,1001.7146,318.380371,57.112965,836.795227,355.538727,23.484026,786.513245,319.40863,17.294945,865.944946,267.799133,17.862705,991.355896,386.497345,50.214275,794.952515,532.875854,773.822388,472.996002,457.130829,522.53186,833.733948,470.809479,232.814468,876.376587,457.651215,196.791321,729.207336,435.930359,118.143669,686.347839,476.681061,102.872932,764.824585,512.503662,136.246567,855.627655,391.259842,181.06708500000002
1796,0.0,691.65979,207.774231,884.592957,680.071594,498.448425,891.464661,896.441895,374.96405,774.417358,802.447815,351.270416,1432.790894,792.241516,182.028625,796.57605,688.009277,333.536926,438.454163,977.318665,301.604645,99.295403,1017.602539,316.810699,64.479973,855.118469,354.565674,23.497469,805.389587,319.330566,17.753174,883.527222,268.379211,18.789146,1007.536621,384.46048,58.136341,791.904358,535.15033,779.450256,468.847717,453.962494,532.291626,811.436401,469.422546,221.048065,851.704163,456.346893,182.359039,699.506592,434.594635,113.781219,655.673584,475.840149,101.841873,736.100464,511.146301,130.011719,828.697937,389.702179,167.1259
1797,0.0,691.469971,207.989761,888.658325,678.764709,497.995392,897.160767,895.912354,377.449219,781.062805,801.796448,351.565491,1437.85376,794.02594,183.316574,802.31781,698.765076,332.551819,441.928528,992.030823,299.028992,106.881233,1032.892212,314.826782,72.946182,873.385132,354.647156,24.037706,824.529297,319.565704,17.366585,901.791565,268.356049,19.513573,1022.783997,382.812561,66.901527,789.305542,537.308655,785.502991,466.191193,450.979797,541.139343,788.742188,467.823792,209.035446,826.35376,454.942078,167.901749,669.642761,432.212891,110.109726,625.280396,473.444366,100.897293,707.154297,509.057892,123.754646,804.551758,389.105164,155.880188
1798,0.0,690.766113,208.451477,892.931213,676.893311,498.235962,903.504211,894.946228,379.362946,787.754883,800.96991,351.755768,1443.198242,795.137085,184.523285,808.209473,707.167908,330.126801,445.166595,1004.876038,297.091339,114.292664,1046.811157,312.838837,82.005913,891.465271,354.211548,24.503836,843.557068,319.432892,17.53487,918.84613,268.342224,20.627951,1036.971924,381.02359,76.558624,787.151245,538.97699,791.566772,464.882202,448.2901,548.932678,765.438904,466.212311,197.419678,800.177734,453.386993,154.439865,640.983459,428.656921,105.788292,595.49585,469.701935,99.911469,678.416138,505.978943,116.808411,778.576111,386.872864,143.57019
1799,0.0,689.567505,209.143723,897.432861,674.994385,498.95224,909.997131,893.671082,381.033844,794.481079,800.000305,352.00238,1448.584839,795.499268,185.651672,814.086365,714.251587,327.650238,448.793854,1017.003906,294.8255,122.592934,1059.565186,310.85257,91.478897,908.971558,353.629242,25.082905,862.511658,319.19574,17.688972,935.384949,268.177704,21.997271,1049.776489,379.137207,86.684067,785.066895,540.574219,797.732605,464.853088,445.94165,555.360291,742.410461,464.065369,185.403946,774.367615,450.929932,140.212097,612.855957,424.060547,102.077225,567.06665,464.68045,98.319771,650.018494,501.730804,109.090454,753.082458,384.1828,131.409058
1800,0.0,688.310059,209.927475,901.883728,672.988037,499.586945,916.439636,892.035095,382.614319,800.913513,798.924011,352.346863,1453.951904,795.368408,186.726563,819.676086,719.860779,325.130615,452.519623,1027.563354,292.611938,130.533447,1070.740967,309.191895,100.880905,926.039185,353.096375,25.846315,881.267578,318.737671,17.826416,951.392395,267.538055,23.672113,1061.191284,377.380157,96.987823,783.095947,541.960876,803.576721,465.822662,444.142395,560.154175,720.108521,461.561798,173.502151,748.851563,448.022949,126.672852,585.97522,418.379852,97.96608,539.824585,458.361206,96.493645,622.353882,496.819885,101.060387,727.969666,381.2034,120.926735
1801,0.0,686.87439,210.559189,906.15332,671.002686,499.903992,922.230652,890.440735,383.995728,806.80011,797.885193,352.800018,1458.889648,794.905518,187.615189,824.807495,723.840088,322.802063,456.042633,1036.489868,290.637665,138.370239,1081.288696,307.07547,110.621971,942.776611,352.197266,26.994976,899.103699,318.034027,18.107649,966.760742,267.179199,25.439161,1070.983521,375.171295,107.108017,781.314819,542.994629,808.857727,467.676086,442.859558,563.20282,697.230835,459.623169,164.071854,724.161438,445.093292,114.456894,560.812622,411.822815,93.233109,514.647888,451.051697,93.824242,595.930054,490.962463,92.301254,703.949707,378.249359,111.668777
1802,0.0,685.447266,210.979477,910.055908,669.012085,500.168091,927.512756,888.875977,385.300476,812.155273,796.658203,353.404358,1463.219116,794.221375,188.446106,829.232239,726.022583,320.740784,458.988586,1045.984619,288.206299,147.436081,1091.524292,304.923706,121.510887,958.272827,351.050018,30.332344,915.917419,317.572388,17.98077,981.398438,266.178619,28.375702,1080.865723,372.812286,117.755035,779.552856,543.718994,813.352234,470.473755,441.819916,564.59137,676.321472,456.87088,154.0112,700.9599,441.814362,103.280098,538.150146,404.842041,87.676811,491.80072,443.099884,89.816849,571.433838,484.683258,83.441635,681.776672,374.598114,103.73851
1803,0.0,683.966309,211.413345,913.496948,666.999695,500.071106,931.885498,887.467773,386.322998,816.584167,795.565613,354.18338,1466.791992,793.108154,189.016403,832.871399,726.186951,319.08786,460.862823,1054.240601,286.25592,156.716141,1100.631226,302.572571,132.878067,972.927856,349.382629,34.884937,931.486633,316.937103,18.038074,995.356689,265.721497,32.385937,1091.330566,371.109497,129.679703,777.864624,544.216248,817.147583,473.999207,440.974884,564.391907,657.235474,454.095398,144.817993,680.055298,438.027008,92.691826,517.708252,397.879547,81.627571,471.1427,435.153961,84.632957,549.187683,478.461548,75.103218,661.604004,370.884033,96.49263
1804,0.0,682.624939,211.803391,916.172974,664.927856,500.077484,935.074524,885.84137,387.039215,820.309143,794.672913,355.185425,1469.133911,791.817017,189.506165,835.632324,724.493591,317.886993,461.744202,1061.753296,284.32074,166.238235,1109.484375,300.779388,143.855331,986.434631,347.819092,40.252651,946.302917,316.174744,17.746662,1008.923523,264.283691,37.909275,1099.597656,368.960022,140.715973,776.385925,544.38385,819.762451,478.11261,440.00531,562.648804,640.555786,450.903778,136.677216,661.648865,434.48465,84.223274,499.968018,391.625366,75.568382,452.924744,428.157013,78.427902,530.05658,472.521576,66.97274,644.007568,367.148224,90.200539
1805,0.0,681.196106,212.407837,918.055603,662.812256,500.101746,936.924011,884.184448,387.136261,822.709595,793.219666,356.141998,1471.027588,790.125366,189.92392,837.295105,721.148315,317.306396,461.715118,1068.277344,282.615082,175.464478,1116.707764,298.892487,154.91893,998.60199,346.498596,45.925529,960.483276,315.470184,17.249086,1020.948669,263.637054,44.000683,1106.916748,367.088745,151.881577,775.02771,544.347717,821.179138,482.58316,438.623077,559.635498,626.833496,447.468933,129.124451,646.618958,430.737244,77.102936,485.472534,386.017426,69.563866,438.41571,421.959442,72.148972,515.02301,467.013123,59.47543,629.49707,363.422852,84.947372
1806,0.0,679.779236,212.999329,918.906738,660.639893,500.372955,937.22821,882.9245,386.775513,823.526306,792.301147,357.345886,1471.445435,788.187134,190.300415,837.673767,715.442993,316.235779,461.106903,1073.324097,280.986908,184.636322,1122.689575,297.490051,166.160767,1009.526489,345.309296,51.950504,974.062012,314.451752,17.46418,1032.462402,262.940338,50.235786,1113.387695,365.868103,163.70253,773.815186,543.803833,821.201294,487.174622,436.975861,555.655212,617.01178,444.036743,122.776779,635.76593,426.817261,70.858688,474.867889,380.874054,63.444763,427.694763,416.276489,66.409645,503.876617,462.265717,53.550201,618.59082,359.643005,79.91156
1807,0.0,678.244751,213.766876,918.657471,658.57782,501.086243,936.239868,881.013,386.093781,823.182251,791.081909,359.271423,1470.95105,785.911682,190.854355,836.905212,708.887939,315.467987,459.608826,1077.391846,279.903412,193.499466,1127.380859,296.524017,177.219376,1018.675354,343.587067,58.153374,987.132874,312.590485,18.21208,1042.917358,261.965179,56.920235,1117.648438,364.69754,174.647781,773.129333,542.447876,818.984497,491.418488,435.159698,550.731262,611.180054,440.535583,117.049561,629.16333,422.846802,65.195,468.431122,376.934113,57.772827,420.974945,412.128479,60.474442,497.319672,458.364502,47.9314,611.744812,355.820618,74.829086
1808,0.0,676.513855,214.545364,917.431091,656.521729,502.10965,933.808716,879.036804,385.236359,821.203125,790.507446,359.832153,1468.549072,783.221252,191.150238,834.9245,701.065857,314.198303,456.928314,1080.216187,278.924957,202.663162,1130.903198,296.174896,188.582855,1026.006958,341.876556,65.030258,997.801025,309.751801,22.43099,1051.714966,260.578979,64.395485,1120.737427,364.611328,185.723999,772.482361,541.853088,816.49054,495.242249,433.228882,545.042786,609.495178,437.143311,111.476944,627.149414,419.19519,59.756748,466.203125,373.839508,51.240086,418.737946,409.231659,52.627003,495.639618,455.018738,41.197189,609.518188,352.410492,70.083031
1809,0.0,674.67627,215.55162,915.094238,654.572754,503.383026,930.144958,877.075378,384.370453,817.700134,790.447083,360.514954,1464.752319,780.262939,191.402832,831.834351,692.12854,312.069214,453.340698,1081.82019,278.497284,211.779327,1133.138428,296.16684,199.463013,1031.205811,340.236298,72.411209,1005.298035,307.818756,28.367426,1058.718262,259.857697,72.233223,1121.904663,364.469788,196.003174,771.458191,541.030457,812.909607,498.794342,431.38031,538.512329,611.487061,433.939178,105.857742,629.486206,415.969147,54.572041,468.681885,370.582642,42.515835,420.969116,406.025574,41.625042,498.452972,451.931,33.039192,611.447205,349.444397,65.155777
1810,0.0,672.807434,216.512589,911.957764,652.574585,504.952362,925.597107,874.934387,383.400635,812.756653,790.025635,361.475983,1460.672729,777.027649,191.39357,827.700378,681.871521,308.811096,448.097229,1082.116943,277.741119,220.998672,1133.874023,295.762817,210.779266,1034.513672,338.681976,80.286362,1010.298035,305.833801,35.450027,1062.553345,258.284241,81.589218,1121.837158,364.276947,206.149979,770.331726,540.284119,808.301758,502.451721,429.915894,530.874756,616.525085,431.265137,99.58712,635.722229,413.45166,48.944622,475.591217,366.49881,31.495638,427.10788,401.396576,27.547007,505.227142,448.250275,23.187569,617.314148,346.945709,59.569134
1811,0.0,670.850647,217.5746,907.826782,650.572388,506.741455,920.209045,872.909668,382.544342,806.294739,789.071289,362.697571,1456.497803,773.569946,191.199997,822.5896,670.787537,305.137024,442.450165,1080.482788,277.048492,229.904465,1132.70752,295.38031,221.087128,1036.13269,337.108002,88.338692,1013.276001,304.140686,42.804764,1064.738037,256.946136,90.569267,1120.264648,363.964294,215.851791,769.242859,539.587891,802.765198,506.04892,429.143646,522.1521,627.719971,428.399902,92.627296,646.753723,411.314056,41.590984,485.491028,364.285675,28.747263,433.393951,397.755096,20.438889,513.513062,451.012482,21.55051,629.36792,344.412933,51.719917
1812,0.0,668.981445,218.646378,902.879395,648.740173,508.40921,914.042908,870.794617,381.561523,798.883179,789.52655,364.24469,1450.088989,769.980103,191.035797,816.544434,658.845337,300.955872,436.328918,1077.382446,276.203766,238.528427,1129.57959,294.889862,231.59407,1036.102173,335.480499,96.30378,1014.65094,302.093292,50.317638,1065.266724,255.562103,99.469185,1116.851563,363.30835,225.532944,768.057495,539.117004,796.414124,509.257507,429.187134,512.781433,645.800842,425.410248,87.084251,665.27887,407.095154,35.704739,501.038422,367.753021,29.13612,450.71991,405.257019,19.126081,533.067017,454.660034,18.943367,647.268433,339.660522,42.878956
